sample,sensor,ax,ay,az,w,i,j,k
0,0,0.44,0,-0.01,0.275452,0.651611,-0.706055,-0.0315552
1,0,0.21,-0.13,-0.01,0.275818,0.651306,-0.706177,-0.0322876
2,0,0.32,-0.02,0.08,0.276367,0.651184,-0.705994,-0.0336914
3,0,0.28,0.03,0.07,0.276855,0.651184,-0.705811,-0.034729
4,0,0.15,0.07,0.01,0.277527,0.65094,-0.70575,-0.0352173
5,0,-0.01,0.1,-0.13,0.278198,0.650757,-0.705627,-0.0351562
6,0,0.07,-0.06,-0.11,0.279785,0.65033,-0.705383,-0.0349121
7,0,0.11,-0.1,-0.1,0.28125,0.650146,-0.704956,-0.0352783
8,0,0.1,-0.14,-0.17,0.281921,0.650146,-0.704651,-0.0358887
9,0,-0.11,-0.05,-0.27,0.282043,0.650391,-0.704346,-0.0361938
10,0,-0.07,-0.04,-0.19,0.282104,0.651306,-0.70343,-0.0370483
11,0,0.21,-0.02,-0.03,0.282043,0.652283,-0.702576,-0.0375366
12,0,0.06,0,-0.08,0.281494,0.653931,-0.701172,-0.038269
13,0,-0.01,-0.03,-0.42,0.280945,0.655029,-0.700317,-0.0388184
14,0,0.18,-0.01,-0.35,0.279602,0.656921,-0.699036,-0.0396118
15,0,0.43,-0.11,-0.61,0.277527,0.65979,-0.697205,-0.0395508
16,0,0.24,0,-0.11,0.274963,0.662292,-0.695923,-0.0386963
17,0,0.06,0.11,0.23,0.271545,0.664795,-0.694885,-0.0374756
18,0,0,-0.17,-0.04,0.268127,0.667786,-0.693359,-0.0377197
19,0,0.57,0.02,1.23,0.265991,0.670288,-0.691711,-0.038269
20,0,0.13,-0.49,-0.34,0.263428,0.672424,-0.690552,-0.0391846
21,0,-0.09,-0.03,-0.02,0.261108,0.675049,-0.688843,-0.039917
22,0,-0.09,0.45,-0.83,0.2547,0.679382,-0.687073,-0.0393066
23,0,-0.05,-0.52,-1.36,0.248779,0.68219,-0.686523,-0.0367432
24,0,-1.15,-0.61,-0.91,0.237244,0.688416,-0.684692,-0.0314331
25,0,-0.84,-0.33,-1.19,0.231079,0.693359,-0.681824,-0.0308228
26,0,-0.06,-0.4,-1.36,0.224243,0.702393,-0.674683,-0.0341187
27,0,0.28,-0.11,-0.87,0.220764,0.709473,-0.668213,-0.0372314
28,0,-0.28,-0.03,-0.64,0.216064,0.721436,-0.656677,-0.0413208
29,0,-0.75,0.43,0.56,0.21521,0.729614,-0.647461,-0.0466309
30,0,3.39,1.15,1.35,0.224121,0.742126,-0.62854,-0.0629272
31,0,2.75,0.69,1.43,0.227844,0.745911,-0.622314,-0.0661011
32,0,0.56,0.46,1.75,0.228455,0.748779,-0.618896,-0.06427
33,0,-0.76,0.41,1.85,0.230408,0.750488,-0.616272,-0.0626831
34,0,-0.34,0.43,0.7,0.241821,0.748962,-0.613403,-0.0661011
35,0,0.02,0.75,1.48,0.248169,0.746826,-0.613098,-0.0690918
36,0,0.84,0.66,0.98,0.254395,0.741699,-0.616211,-0.0736084
37,0,2.1,1.79,3.75,0.257141,0.737,-0.620911,-0.0723877
38,0,1.08,0.02,1.36,0.263123,0.726257,-0.631042,-0.0715942
39,0,-0.32,-0.48,-0.43,0.264404,0.717773,-0.640015,-0.072876
40,0,1.38,0.19,-0.47,0.271362,0.700073,-0.656128,-0.0759888
41,0,0.73,0.14,-0.24,0.270874,0.691467,-0.665649,-0.0740967
42,0,0.23,0.27,-0.28,0.269348,0.682495,-0.675781,-0.0709839
43,0,-0.43,0.24,-0.51,0.268555,0.673157,-0.685669,-0.0678711
44,0,-0.51,0.13,-0.83,0.271667,0.65863,-0.69873,-0.0650635
45,0,0.3,-0.11,-0.99,0.276489,0.649048,-0.705872,-0.0639038
46,0,0.54,-0.27,-1.16,0.284058,0.63562,-0.715332,-0.0603027
47,0,-0.16,-0.33,-1.24,0.287415,0.628113,-0.720947,-0.0563354
48,0,-0.75,-0.34,-1.09,0.292358,0.618835,-0.727356,-0.0504761
49,0,-1.13,-0.31,-1.02,0.296204,0.613892,-0.730164,-0.0476685
50,0,-1,-0.36,-0.98,0.301758,0.609192,-0.731873,-0.0464478
51,0,-0.6,-0.23,-0.78,0.304077,0.60791,-0.731934,-0.046875
52,0,-0.26,-0.05,-0.51,0.30426,0.608459,-0.731384,-0.0481567
53,0,-0.27,-0.04,-0.46,0.30188,0.610107,-0.730896,-0.048645
54,0,-0.03,0.11,-0.04,0.296631,0.614868,-0.728943,-0.050415
55,0,0.3,0.09,0.12,0.294983,0.617065,-0.727661,-0.052002
56,0,0.58,0.09,0.26,0.294617,0.618713,-0.726257,-0.0541992
57,0,0.44,0.11,0.33,0.295532,0.619873,-0.724731,-0.0565796
58,0,0.26,0.15,0.14,0.299988,0.620422,-0.721985,-0.0617676
59,0,0.76,0,-0.25,0.304871,0.620117,-0.719849,-0.0658569
60,0,0.81,-0.01,-0.23,0.311951,0.61969,-0.716919,-0.0690308
61,0,0.29,-0.15,-0.3,0.314697,0.619629,-0.715698,-0.0693359
62,0,0.22,-0.11,-0.23,0.317566,0.619934,-0.714172,-0.0689697
63,0,-0.05,0.08,-0.25,0.31897,0.620483,-0.713196,-0.0678101
0,1,-0.03,0.15,0.1,0.279297,0.570068,-0.766785,-0.0950317
1,1,-0.15,0.11,0.08,0.280701,0.569885,-0.766479,-0.0946655
2,1,-0.37,0.11,0.07,0.281189,0.569946,-0.766296,-0.0942993
3,1,-0.29,0,0,0.282471,0.569885,-0.765869,-0.0944824
4,1,-0.38,0.07,-0.05,0.283447,0.570618,-0.764893,-0.0946045
5,1,-0.49,0.13,-0.06,0.283936,0.571472,-0.764099,-0.0946045
6,1,-0.23,0.09,0.02,0.284607,0.572021,-0.763428,-0.0949707
7,1,-0.2,0.1,0.05,0.285034,0.572388,-0.762939,-0.0952148
8,1,-0.25,0.08,0.05,0.284973,0.573242,-0.762268,-0.095459
9,1,-0.17,0.15,-0.04,0.284607,0.575012,-0.760986,-0.0960693
10,1,-0.21,0.21,0.03,0.284668,0.575806,-0.760437,-0.0958862
11,1,0,0.31,0.09,0.284729,0.575684,-0.760559,-0.0949707
12,1,-0.4,0.38,0.03,0.284607,0.575195,-0.761108,-0.0945435
13,1,-0.02,0.17,0.24,0.284241,0.572937,-0.762817,-0.0952759
14,1,0,0.02,0.25,0.284058,0.569519,-0.765198,-0.0971069
15,1,-0.31,0.24,-0.04,0.283081,0.566528,-0.767517,-0.0990601
