sample,sensor,ax,ay,az,w,i,j,k
0,0,0.2,0,0.04,0.244202,0.683289,-0.68811,0.00213623
1,0,0.21,-0.05,0.05,0.245667,0.683411,-0.687439,0.00128174
2,0,0.21,0.03,0.29,0.246399,0.683777,-0.686829,0.000793457
3,0,0.11,0.04,0.21,0.247681,0.68396,-0.686157,-0.000366211
4,0,0.08,0.03,0.23,0.248108,0.684265,-0.68573,-0.000915527
5,0,0.22,0,0.14,0.248474,0.684509,-0.685364,-0.00170898
6,0,0.23,0.03,0.16,0.248291,0.68457,-0.685303,-0.00183105
7,0,0.1,0.03,0.25,0.247925,0.68457,-0.685486,-0.00177002
8,0,0.16,0,0.03,0.247864,0.684326,-0.68573,-0.00201416
9,0,0.15,0,-0.06,0.247803,0.683655,-0.686401,-0.00189209
10,0,0.09,0.02,-0.05,0.247681,0.683289,-0.686829,-0.00170898
11,0,0.07,-0.04,-0.06,0.24762,0.682739,-0.687378,-0.00134277
12,0,0.09,-0.04,-0.05,0.247864,0.682495,-0.687622,-0.00134277
13,0,0.16,-0.03,-0.03,0.248413,0.682251,-0.687622,-0.00152588
14,0,0.03,-0.05,-0.06,0.248474,0.68219,-0.687683,-0.00134277
15,0,0,0,0.09,0.248535,0.682373,-0.687439,-0.00134277
16,0,0.11,-0.03,0,0.248779,0.682495,-0.687256,-0.00152588
17,0,0.21,-0.04,0.02,0.248291,0.683105,-0.686829,-0.00146484
18,0,0.32,0.05,-0.07,0.247925,0.683411,-0.686646,-0.00152588
19,0,0.29,0.04,-0.23,0.246704,0.683838,-0.686707,-0.00109863
20,0,-0.13,0.06,0.11,0.2453,0.684143,-0.686829,6.10352e-05
21,0,-0.07,0.04,-0.05,0.243225,0.684631,-0.687073,0.000610352
22,0,0.42,-0.05,0.42,0.242371,0.685181,-0.686829,0.000549316
23,0,0.04,-0.11,0.33,0.240723,0.685303,-0.687317,0.000366211
24,0,0.68,-0.36,-1.05,0.240173,0.685242,-0.687561,0.00012207
25,0,-0.96,-0.58,-0.87,0.233154,0.688538,-0.686646,0.00445557
26,0,-0.22,0.03,-0.65,0.227844,0.6922,-0.684753,0.00585938
27,0,-0.16,0.3,-0.68,0.223328,0.696228,-0.682129,0.00653076
28,0,-0.19,0.2,-0.91,0.218384,0.70105,-0.678833,0.00787354
29,0,-2.03,-0.56,-0.46,0.200439,0.712769,-0.671997,0.0126343
30,0,-1.28,0.13,-0.47,0.189331,0.724792,-0.662354,0.010498
31,0,0.05,0.09,0,0.18457,0.733215,-0.654419,0.00726318
32,0,0.57,0.23,0.43,0.181458,0.741455,-0.646057,0.00268555
33,0,-0.64,0.55,1.45,0.178101,0.753601,-0.63269,-0.0020752
34,0,0.37,0.95,1.77,0.177734,0.76062,-0.624329,-0.00598145
35,0,1.55,0.45,1.44,0.179993,0.76532,-0.617859,-0.0122681
