sample,sensor,ax,ay,az,w,i,j,k
0,0,0.63,0.2,0.3,-0.0470581,0.95752,-0.242798,0.148193
1,0,0.49,0.09,0.04,-0.0476074,0.957275,-0.243469,0.148743
2,0,-0.02,-0.05,0.06,-0.0487671,0.956604,-0.245117,0.149963
3,0,0.16,-0.26,-0.08,-0.0493164,0.956421,-0.245972,0.149292
4,0,0.3,-0.14,-0.53,-0.0494995,0.956543,-0.246582,0.147522
5,0,0.43,0,0.12,-0.0493774,0.956726,-0.245789,0.147827
6,0,0.14,-0.06,0.01,-0.0495605,0.956665,-0.245239,0.148987
7,0,0,-0.08,0.06,-0.0499268,0.956665,-0.244629,0.149658
8,0,0.4,0.01,0.03,-0.0498657,0.957336,-0.243469,0.147339
9,0,0.58,0.17,0.15,-0.0496826,0.957581,-0.242859,0.146729
10,0,0.43,0.13,0.27,-0.0488892,0.957642,-0.242554,0.147217
11,0,0.05,0.05,0.04,-0.0491943,0.957397,-0.242554,0.148621
12,0,-0.05,-0.03,0.05,-0.0495605,0.957214,-0.242981,0.14917
13,0,0.18,-0.06,-0.08,-0.0496216,0.957275,-0.243347,0.148254
14,0,0.48,0.04,0.13,-0.0487671,0.957397,-0.243652,0.147339
15,0,0.25,-0.04,0.06,-0.0490112,0.957153,-0.243896,0.14801
16,0,0.21,-0.12,-0.04,-0.0499878,0.956848,-0.244507,0.148682
17,0,0.39,-0.1,-0.02,-0.0501099,0.95697,-0.24469,0.147705
18,0,0.46,-0.05,-0.09,-0.0504761,0.957092,-0.24469,0.146973
19,0,0.39,0,0,-0.0505371,0.957092,-0.244446,0.147034
20,0,0.26,0,0.08,-0.0507812,0.957153,-0.243958,0.147461
21,0,0.09,-0.04,0,-0.0510254,0.957153,-0.243652,0.147766
22,0,0.13,0.03,0,-0.0505371,0.957397,-0.243225,0.147156
23,0,0.26,0.04,0.04,-0.0505371,0.957581,-0.24292,0.146484
24,0,0.46,0.06,0.12,-0.0505981,0.957764,-0.242493,0.14624
25,0,0.17,-0.05,0.09,-0.0511475,0.957581,-0.242676,0.14679
26,0,-0.01,0.01,0.02,-0.0514526,0.957458,-0.242981,0.146729
27,0,0.29,-0.03,-0.07,-0.0513306,0.957581,-0.243042,0.145996
28,0,0.45,0,-0.05,-0.0510254,0.957642,-0.243103,0.14563
29,0,0.28,-0.07,0.01,-0.0512695,0.95752,-0.243103,0.146362
30,0,0.01,-0.05,-0.01,-0.0515137,0.957458,-0.242981,0.146729
31,0,0.4,-0.03,-0.13,-0.0515747,0.957642,-0.242554,0.146423
32,0,1.12,0.08,-0.12,-0.0507812,0.957764,-0.241272,0.148071
33,0,0.89,-0.22,0.49,-0.0510864,0.957092,-0.240662,0.152954
34,0,-0.47,0,2.77,-0.0583496,0.954651,-0.240173,0.166016
35,0,1.1,1.95,-0.04,-0.0651245,0.952942,-0.243469,0.168518
36,0,-1.53,-3.01,-4.1,-0.0717163,0.94989,-0.252502,0.169617
37,0,-1.93,-4.99,-8.07,-0.0759277,0.948853,-0.254211,0.171082
38,0,-0.1,3.24,4,-0.0774536,0.951538,-0.240723,0.174866
39,0,-2.16,-0.33,1.1,-0.0802612,0.952759,-0.23584,0.173706
40,0,1.88,1.07,-0.58,-0.0741577,0.95636,-0.232544,0.160461
41,0,3.88,-0.36,-0.59,-0.0702515,0.95752,-0.231567,0.156738
42,0,0.45,-0.79,1.01,-0.0734253,0.956421,-0.232605,0.160583
43,0,-0.9,0.43,1.24,-0.0745239,0.95575,-0.234924,0.160767
44,0,0.59,0.87,-0.39,-0.0709229,0.955933,-0.239807,0.15387
45,0,0.94,0.23,-0.63,-0.0690308,0.95575,-0.242493,0.151611
46,0,-0.61,-0.99,-0.31,-0.0667114,0.954773,-0.245483,0.15387
47,0,-0.59,-0.74,-0.26,-0.0664673,0.95459,-0.245667,0.154907
48,0,-0.04,0.12,-0.39,-0.0664673,0.954773,-0.244873,0.155029
49,0,0.07,0.15,-0.08,-0.0661011,0.9552,-0.243591,0.154541
50,0,-0.12,-0.06,-0.13,-0.065979,0.955872,-0.241272,0.154175
51,0,0.12,-0.02,0.18,-0.0661011,0.956482,-0.239563,0.152954
52,0,0.62,0.17,0.24,-0.0667114,0.957703,-0.236877,0.149048
53,0,0.45,0.16,0.27,-0.0671997,0.957764,-0.236572,0.148804
54,0,0.63,0.09,0.19,-0.0678711,0.958008,-0.236511,0.147217
55,0,0.47,0.05,0.04,-0.0685425,0.957886,-0.237305,0.146545
56,0,0.11,-0.22,0.06,-0.0687256,0.957642,-0.238037,0.14679
57,0,0.02,-0.16,-0.02,-0.0688477,0.957336,-0.238953,0.147156
58,0,0.23,-0.07,-0.14,-0.0689087,0.957275,-0.239319,0.147156
59,0,0.25,-0.13,-0.04,-0.0687256,0.957275,-0.239624,0.146545
60,0,0.25,-0.05,-0.07,-0.0686646,0.957336,-0.239502,0.146301
61,0,0.08,-0.11,0.02,-0.0688477,0.957397,-0.238953,0.146912
62,0,0,0.05,0.12,-0.0689697,0.95752,-0.238403,0.147034
63,0,0.42,0.16,0.14,-0.0690308,0.957642,-0.237915,0.146667
0,1,0.12,0.12,0.09,0.003479,0.891602,-0.451843,0.0289307
1,1,-0.11,0.07,-0.08,0.00317383,0.891418,-0.452209,0.0298462
2,1,-0.29,0.15,-0.27,0.00250244,0.891541,-0.451843,0.0310059
3,1,-0.27,0.09,-0.34,0.00177002,0.892273,-0.450439,0.031189
4,1,-0.03,0.05,0.09,0.00115967,0.893433,-0.448181,0.0303955
5,1,0.13,0.19,0.34,0.00109863,0.894592,-0.445862,0.02948
6,1,0.07,0.22,0.46,0.0012207,0.895142,-0.444824,0.0292969
7,1,0,0.13,0.47,0.0010376,0.89502,-0.445007,0.0299072
8,1,-0.19,0.09,0.11,0.000793457,0.894958,-0.445129,0.0303345
9,1,-0.27,0.16,-0.1,-6.10352e-05,0.895081,-0.444885,0.0307007
10,1,-0.17,0.14,0.07,-6.10352e-05,0.895386,-0.444336,0.0299072
11,1,0,0.11,0.26,0.000427246,0.895386,-0.444397,0.0290527
12,1,-0.17,0.12,-0.03,0.000732422,0.894836,-0.445435,0.0296021
13,1,-0.22,0.1,-0.24,0.000183105,0.894165,-0.446655,0.0300293
14,1,-0.05,0.06,-0.23,-0.00012207,0.894226,-0.446655,0.0293579
15,1,0,0.13,-0.09,-0.000183105,0.89447,-0.446167,0.0286865
16,1,0,0.15,-0.06,-0.00012207,0.894775,-0.445618,0.0281982
17,1,-0.03,0.19,-0.04,0.00128174,0.89502,-0.44519,0.0274048
18,1,-0.09,0.08,-0.1,0.0010376,0.895203,-0.444763,0.02771
19,1,-0.22,0.03,-0.12,0.000427246,0.895935,-0.443298,0.0281372
20,1,-0.13,0.21,0.09,6.10352e-05,0.896729,-0.441711,0.0279541
21,1,-0.06,0.19,0.21,-0.00012207,0.8974,-0.440369,0.0276489
22,1,-0.02,0.08,0.27,0.000244141,0.897461,-0.440186,0.0274658
23,1,-0.22,0.09,-0.05,-6.10352e-05,0.897217,-0.440735,0.0282593
24,1,-0.11,0.14,-0.08,-0.000488281,0.897217,-0.440735,0.0283813
25,1,-0.1,0.11,-0.02,-0.000854492,0.897217,-0.440735,0.0280762
26,1,0,0.13,0.01,-0.000610352,0.897156,-0.440857,0.0273438
27,1,-0.09,0.09,-0.05,-0.000610352,0.896912,-0.441345,0.027832
28,1,-0.27,0.14,-0.11,-0.000915527,0.896912,-0.441284,0.0283813
29,1,-0.09,0.26,0,-0.00268555,0.897156,-0.440735,0.0287476
30,1,0.11,0.5,0.58,-0.00366211,0.896851,-0.441406,0.0290527
31,1,0,0.11,0.61,-0.00695801,0.895264,-0.444397,0.0307617
32,1,-3.68,0.62,0.22,-0.0169067,0.892151,-0.450195,0.0337524
33,1,3.3,1.58,-2.85,-0.0299683,0.897339,-0.439575,0.026062
34,1,-1.68,-2.71,-2.44,-0.053894,0.932434,-0.357117,0.0127563
35,1,4.58,-6.6,-3.14,-0.0802002,0.95166,-0.296448,0.0067749
36,1,-4.31,6.16,4.46,-0.098938,0.967163,-0.227539,0.0550537
37,1,4.1,-1.15,2,-0.104004,0.967407,-0.224304,0.0552979
38,1,4.82,0,-0.13,-0.103088,0.966553,-0.231079,0.041687
39,1,-0.03,0.3,-1.03,-0.0990601,0.965515,-0.235046,0.0517578
40,1,0.34,-0.72,0.61,-0.0993652,0.964417,-0.238342,0.0567627
41,1,0.38,-0.28,1.28,-0.100891,0.963379,-0.243225,0.0511475
42,1,0.27,0.61,0.17,-0.098938,0.963623,-0.243835,0.0465698
43,1,0.03,0.38,-0.77,-0.0936279,0.963867,-0.246155,0.0404053
44,1,-0.42,-0.34,-0.89,-0.0913086,0.963501,-0.248657,0.0386963
45,1,-0.82,-1.1,-0.61,-0.0904541,0.962952,-0.251099,0.0390015
46,1,-1.11,-0.64,-0.9,-0.0894165,0.962646,-0.25238,0.039856
47,1,-0.69,-0.08,-0.7,-0.0886841,0.962891,-0.251709,0.0402222
48,1,-0.6,0.02,-0.47,-0.0891113,0.963196,-0.250305,0.0405884
49,1,-0.56,-0.08,-0.25,-0.0899658,0.963684,-0.248169,0.0408936
50,1,-0.29,-0.23,0.18,-0.0907593,0.964233,-0.245728,0.0403442
51,1,-0.02,-0.07,0.11,-0.0910034,0.964539,-0.244629,0.0391846
52,1,0.27,-0.06,0.4,-0.0913696,0.964844,-0.24353,0.0378418
53,1,0.09,0.07,0.36,-0.092041,0.964905,-0.24292,0.0377197
54,1,0.46,0.01,0.31,-0.0924072,0.964844,-0.243164,0.0372925
55,1,0.16,-0.05,0.08,-0.0928345,0.964661,-0.243835,0.0371704
56,1,-0.09,-0.27,-0.18,-0.0930786,0.964294,-0.2453,0.0368042
57,1,-0.17,-0.31,-0.11,-0.0930176,0.964111,-0.245972,0.0361938
58,1,-0.21,-0.17,-0.42,-0.0922241,0.963867,-0.247253,0.0360718
59,1,-0.17,-0.25,-0.43,-0.09198,0.963806,-0.24762,0.0356445
60,1,-0.14,-0.2,-0.19,-0.0922852,0.963928,-0.246948,0.0359497
61,1,-0.36,-0.16,-0.1,-0.0925293,0.96405,-0.246338,0.0369873
62,1,-0.23,-0.16,0.1,-0.0930786,0.964233,-0.245483,0.0366211
63,1,0.06,0,0.19,-0.0925903,0.964294,-0.245361,0.0363159
0,2,0.43,-0.38,-0.24,0.0314331,0.62738,-0.209656,0.749268
1,2,0.37,-0.3,-0.13,0.0309448,0.627197,-0.209473,0.749573
2,2,0.36,-0.04,0.18,0.029541,0.626526,-0.208008,0.750549
3,2,0.49,-0.14,0.15,0.0304565,0.626892,-0.206543,0.75061
