sample,sensor,ax,ay,az,w,i,j,k
0,0,0,0.25,0.3,-0.233459,0.932495,-0.244324,0.127441
1,0,0,0.58,0.39,-0.235474,0.932251,-0.243042,0.128235
2,0,0.1,0.44,0.71,-0.237061,0.932007,-0.24176,0.129089
3,0,0.26,0.3,0.75,-0.238525,0.931763,-0.241028,0.129578
4,0,0.45,0.31,0.62,-0.240295,0.931213,-0.24115,0.130188
5,0,0.31,0.06,0.21,-0.242188,0.930176,-0.24231,0.131714
6,0,0.3,-0.16,-0.02,-0.24408,0.928955,-0.244324,0.133301
7,0,1.08,-0.34,0.07,-0.245605,0.927795,-0.246643,0.13446
8,0,1.26,-0.54,0.34,-0.246521,0.926636,-0.249268,0.135986
9,0,0.79,-0.45,0.54,-0.247559,0.92511,-0.252258,0.13855
10,0,0.45,-0.36,0.32,-0.247864,0.923645,-0.256165,0.140747
11,0,0.55,-0.15,0,-0.247375,0.922302,-0.260925,0.141724
12,0,0.78,-0.03,-0.39,-0.245911,0.921143,-0.266235,0.141968
13,0,0.9,0.15,-0.42,-0.243835,0.919983,-0.271973,0.142273
14,0,0.7,0.01,-0.37,-0.24115,0.918762,-0.278015,0.143066
15,0,0.52,0.03,0.1,-0.237793,0.917542,-0.28418,0.144104
16,0,0.44,0.33,-0.1,-0.234497,0.916077,-0.290833,0.14563
17,0,0.21,0.09,-0.2,-0.231384,0.914307,-0.297974,0.147339
18,0,0.15,-0.15,0.08,-0.228577,0.912415,-0.305054,0.148987
19,0,0.31,0.01,0.55,-0.225098,0.910828,-0.311829,0.149841
20,0,0.31,-0.02,0.68,-0.22168,0.909241,-0.318542,0.150574
21,0,0.3,-0.12,0.4,-0.218323,0.907593,-0.325317,0.151123
22,0,0.55,-0.22,0.03,-0.214661,0.906067,-0.331604,0.151733
23,0,0.82,-0.25,0.37,-0.210815,0.904846,-0.336914,0.152832
24,0,0.18,0.16,1.02,-0.204285,0.901917,-0.345764,0.159058
25,0,-0.04,0.25,0.14,-0.200867,0.900208,-0.350464,0.162476
26,0,0.03,0.07,-0.16,-0.196411,0.898926,-0.354919,0.165466
27,0,0.28,-0.17,-0.34,-0.19104,0.898071,-0.358765,0.16803
28,0,0.46,-0.23,-0.07,-0.183411,0.896912,-0.363586,0.172424
29,0,-1.59,0.21,-0.83,-0.179565,0.893494,-0.369263,0.181763
30,0,-1.85,0.76,-1.39,-0.17688,0.890076,-0.376282,0.18689
31,0,0.68,0.92,0.89,-0.170837,0.88916,-0.382263,0.184753
32,0,1.67,-0.91,0.92,-0.164185,0.887573,-0.389404,0.183228
33,0,1.14,-0.9,-1.02,-0.160522,0.883972,-0.397522,0.186707
34,0,-0.15,-0.2,-2.45,-0.160645,0.868835,-0.421997,0.203186
35,0,0.51,-0.68,-3,-0.154114,0.865051,-0.43042,0.206665
36,0,-1.25,-2.76,-6.06,-0.152283,0.862488,-0.434082,0.210876
37,0,-1.8,-4.32,-7.34,-0.156799,0.859985,-0.434875,0.216125
38,0,-0.74,-6.61,-13.67,-0.1698,0.856201,-0.431763,0.227356
39,0,-9.49,-17.95,-24.2,-0.188049,0.849548,-0.42749,0.245239
