sample,sensor,ax,ay,az,w,i,j,k
0,0,0.36,-0.14,-0.07,0.120911,0.950928,-0.276123,0.0700073
1,0,0.19,-0.09,0.04,0.121399,0.950989,-0.27594,0.0686646
2,0,0.12,0.02,0.19,0.121826,0.951111,-0.275757,0.0668945
3,0,0.52,0.08,0.52,0.122742,0.951172,-0.27594,0.0641479
4,0,0.22,0.07,0.25,0.124634,0.950867,-0.277588,0.057373
5,0,-0.44,-0.09,-0.11,0.125549,0.950623,-0.278931,0.0527344
6,0,-1,0.1,0.28,0.128357,0.950195,-0.280579,0.043396
7,0,-0.96,0.23,0.61,0.131714,0.949707,-0.282593,0.0297852
8,0,-0.12,0.04,0.39,0.140015,0.947754,-0.286682,0.000488281
9,0,-1.09,0.67,-0.32,0.144897,0.945618,-0.290466,-0.0220337
10,0,-0.66,0.5,-0.93,0.15094,0.941528,-0.295593,-0.0575562
11,0,1.28,-0.35,-0.83,0.154968,0.938782,-0.297607,-0.078186
12,0,1.76,-0.47,-0.35,0.156677,0.936157,-0.299072,-0.0982056
13,0,0.98,-0.19,-0.17,0.156128,0.935242,-0.2995,-0.106262
14,0,0.83,-0.01,-0.47,0.155151,0.933655,-0.300537,-0.117798
15,0,1.49,-0.32,-0.73,0.155396,0.932495,-0.301208,-0.124878
16,0,1.34,-0.2,-0.29,0.158508,0.929871,-0.302063,-0.137634
17,0,0.91,-0.19,-0.46,0.160278,0.928467,-0.302734,-0.143555
18,0,0.09,-0.11,-0.61,0.162903,0.927124,-0.30304,-0.148376
19,0,0.43,-0.22,-0.66,0.164124,0.926392,-0.303162,-0.151306
20,0,1.26,-0.36,-0.19,0.165161,0.926758,-0.302551,-0.149414
21,0,0.23,0.17,0.08,0.163757,0.928162,-0.30188,-0.143616
22,0,-0.62,0.43,0.1,0.161194,0.929871,-0.300903,-0.137329
23,0,0.26,-0.04,-0.33,0.161926,0.929688,-0.300415,-0.13855
24,0,0.82,-0.23,-0.25,0.162903,0.929321,-0.300171,-0.140564
25,0,0.25,0.03,0.01,0.162476,0.929504,-0.300232,-0.139587
26,0,-0.02,0.14,-0.18,0.161682,0.92981,-0.300293,-0.138428
27,0,0.71,-0.11,-0.37,0.161682,0.92981,-0.300293,-0.138489
28,0,0.74,-0.09,-0.15,0.161621,0.930054,-0.30011,-0.137024
29,0,0.43,-0.02,-0.2,0.16095,0.930481,-0.300232,-0.134888
30,0,0.13,-0.03,-0.33,0.160583,0.930908,-0.300293,-0.132263
31,0,0.56,-0.13,-0.2,0.160645,0.930908,-0.300293,-0.131897
32,0,1.05,-0.17,-0.2,0.161438,0.930847,-0.300354,-0.131409
33,0,0.35,0.14,-0.07,0.160706,0.931274,-0.300476,-0.128784
34,0,0.1,0.01,-0.43,0.159363,0.93219,-0.300354,-0.124023
35,0,0.99,-0.31,-0.28,0.159119,0.932556,-0.300232,-0.122131
36,0,1.24,-0.21,0.06,0.158203,0.933289,-0.300049,-0.117981
37,0,1.45,-0.2,-1.09,0.157043,0.93396,-0.300354,-0.113281
38,0,1.74,-0.63,-2.46,0.153198,0.936157,-0.300415,-0.0993652
39,0,-2.95,-0.96,-14.23,0.142334,0.939575,-0.301086,-0.0794678
