sample,sensor,ax,ay,az,w,i,j,k
0,0,0.83,0.08,0.35,0.0917969,0.947937,-0.2677,0.145874
1,0,0.87,-0.21,0.08,0.0924072,0.947754,-0.267944,0.14624
2,0,0.37,-0.23,-0.04,0.0925293,0.947449,-0.268311,0.147705
3,0,0.23,-0.06,0.19,0.0928955,0.947144,-0.268616,0.148804
4,0,0.2,-0.16,0.15,0.0944824,0.946716,-0.269287,0.149231
5,0,0.52,-0.07,0.1,0.0952148,0.946472,-0.269714,0.149719
6,0,0.65,-0.1,0.12,0.0964966,0.946106,-0.270264,0.150146
7,0,0.38,-0.31,-0.17,0.0961304,0.945801,-0.270691,0.151367
8,0,-0.03,-0.01,-0.02,0.0960083,0.945374,-0.270508,0.154663
9,0,0.37,-0.11,0.15,0.0964966,0.945251,-0.270081,0.155579
10,0,0.75,-0.12,0.14,0.0977783,0.945068,-0.269409,0.157227
11,0,0.56,-0.17,0.05,0.0976562,0.944763,-0.268616,0.160339
12,0,-0.11,0.03,0.11,0.097229,0.944214,-0.267334,0.165894
13,0,-0.15,-0.01,0.11,0.0973511,0.944092,-0.266785,0.16748
14,0,0.5,-0.12,0.19,0.0979614,0.944153,-0.266418,0.167297
15,0,0.71,-0.2,0.24,0.0982666,0.944153,-0.266235,0.167297
16,0,0.42,-0.12,0,0.0979004,0.944092,-0.266052,0.168457
17,0,-0.26,0,0.02,0.097168,0.943909,-0.265686,0.170166
18,0,-0.07,0.13,0.24,0.0968018,0.944031,-0.265259,0.170532
19,0,0.69,-0.15,0.12,0.097168,0.944397,-0.264893,0.168945
20,0,0.64,-0.1,0.04,0.0967407,0.944519,-0.264526,0.169067
21,0,0.26,0.09,0.27,0.0960083,0.944458,-0.264282,0.170166
22,0,0.54,-0.13,0.07,0.095459,0.944458,-0.264526,0.170166
23,0,0.65,-0.32,0.05,0.0942383,0.944214,-0.265259,0.170837
24,0,0.07,-0.19,-0.05,0.0932617,0.944092,-0.265198,0.172119
