sample,sensor,ax,ay,az,w,i,j,k
0,0,0.23,-0.11,-0.09,0.0714111,0.962708,-0.23938,0.104065
1,0,-0.07,-0.04,-0.02,0.0744019,0.962524,-0.239197,0.103638
2,0,0.17,0.01,0.14,0.0754395,0.962585,-0.239136,0.102783
3,0,0.16,-0.09,0.05,0.0766602,0.962463,-0.239563,0.101746
4,0,0.07,-0.15,-0.08,0.0768433,0.962524,-0.239685,0.101074
5,0,0.04,-0.09,-0.06,0.078186,0.962646,-0.239441,0.0991211
6,0,0.35,-0.01,0.19,0.0786743,0.962769,-0.239319,0.0979004
7,0,0.3,-0.2,-0.03,0.0787354,0.962708,-0.239807,0.0976562
8,0,0,0,0.13,0.0787354,0.962585,-0.240112,0.0975952
9,0,0.41,-0.1,0.14,0.0792847,0.962463,-0.24115,0.0961304
10,0,0.06,-0.15,-0.28,0.0786743,0.962219,-0.242004,0.0968018
11,0,0.11,-0.09,0.11,0.0776367,0.961914,-0.242615,0.0991211
12,0,0.33,-0.05,0.13,0.0769653,0.961731,-0.243042,0.100708
13,0,0.81,-0.13,0.13,0.0767212,0.961182,-0.243896,0.103882
14,0,0.54,-0.01,-0.12,0.0750732,0.96051,-0.244446,0.109558
15,0,0.53,-0.03,0.31,0.0724487,0.958984,-0.244934,0.123169
16,0,-0.79,-0.27,-0.42,0.0704346,0.958069,-0.2453,0.130371
17,0,-0.88,-0.05,-0.03,0.069519,0.957581,-0.246033,0.132996
18,0,-0.02,-0.49,-0.06,0.0704956,0.957764,-0.247131,0.128845
19,0,0.38,0.05,-0.06,0.0739746,0.95874,-0.248413,0.116516
20,0,0.4,0.04,0.13,0.0756836,0.959229,-0.247803,0.11322
21,0,-0.64,-0.11,0,0.0758667,0.959412,-0.247437,0.111877
22,0,-1.25,0.1,0.47,0.0796509,0.960022,-0.247925,0.1026
23,0,-0.46,0.04,0.9,0.0837402,0.960693,-0.249634,0.0877075
24,0,-0.06,-0.27,-0.73,0.0930176,0.961121,-0.255615,0.0476074
25,0,-0.6,0.21,-0.2,0.0966797,0.96106,-0.257141,0.0300903
26,0,-0.48,0.37,0.24,0.0999146,0.96106,-0.257324,0.0146484
27,0,0.12,0.01,-0.55,0.103027,0.960815,-0.257202,-0.00140381
28,0,1.01,-0.22,-1.35,0.108215,0.960205,-0.256409,-0.0231934
29,0,1.69,-0.37,-0.76,0.108582,0.960571,-0.254456,-0.0279541
30,0,1.63,-0.29,0.38,0.10675,0.962097,-0.249878,-0.0233154
31,0,1.91,0.14,0.75,0.10553,0.962952,-0.24762,-0.0155029
32,0,1.17,-0.2,-0.38,0.102051,0.963684,-0.246765,-0.0022583
33,0,-0.53,-0.29,-0.5,0.0999756,0.963928,-0.246643,0.00396729
34,0,-0.08,-0.21,1.06,0.0995483,0.963684,-0.24762,0.00671387
35,0,2.32,-1.12,-2.82,0.0971069,0.963501,-0.249146,0.0117188
36,0,-3.5,0.14,-20.78,0.0826416,0.963501,-0.253479,0.0229492
37,0,-9.01,1.23,1.39,0.0823364,0.964172,-0.251099,0.0227661
38,0,6.97,-1.22,-2.2,0.103821,0.962463,-0.249939,-0.0195312
39,0,4.58,-0.47,-1.97,0.104126,0.963013,-0.24823,-0.0133057
40,0,-1.75,0.31,-1.39,0.0942993,0.964661,-0.24585,0.00762939
41,0,-3.11,-0.19,0.62,0.086731,0.96582,-0.243408,0.0218506
42,0,1.54,-0.63,0.29,0.0906372,0.965759,-0.242126,0.0206909
43,0,0.11,0.11,-0.52,0.090332,0.965576,-0.243042,0.0216675
44,0,-0.06,0.77,0.01,0.0905151,0.965393,-0.243347,0.0236206
45,0,1.14,-0.26,0.25,0.0914307,0.965393,-0.242981,0.0250854
46,0,1.09,-0.36,0.25,0.0908813,0.965271,-0.242676,0.0324707
47,0,-1.11,0.03,-0.2,0.0887451,0.965149,-0.243225,0.038147
48,0,-0.87,0.16,0.18,0.0889282,0.964966,-0.244202,0.0361328
49,0,1.77,-0.52,-0.06,0.0913086,0.964783,-0.244812,0.0314331
50,0,1.38,-0.22,-0.24,0.0910034,0.964539,-0.245361,0.0343628
51,0,-0.45,0.05,-0.01,0.0892334,0.964478,-0.245422,0.0393677
52,0,0.73,-0.42,-0.01,0.0894775,0.964355,-0.245667,0.0401001
