sample,sensor,ax,ay,az,w,i,j,k
0,0,-0.12,0.06,-0.14,0.26178,0.668274,-0.696289,-0.0065918
1,0,0.16,0,-0.21,0.262268,0.667603,-0.696777,-0.00732422
2,0,0.13,0.07,-0.06,0.262024,0.666809,-0.697632,-0.00738525
3,0,0.13,0.04,-0.07,0.262085,0.666199,-0.698181,-0.00769043
4,0,0.27,-0.01,-0.11,0.262817,0.664978,-0.699036,-0.00805664
5,0,0.1,0,-0.14,0.263062,0.664185,-0.699707,-0.00787354
6,0,-0.07,0.02,-0.13,0.263428,0.663147,-0.700623,-0.00756836
7,0,-0.08,-0.06,-0.19,0.263977,0.662537,-0.700928,-0.00769043
8,0,0.06,-0.07,-0.1,0.264465,0.661987,-0.701233,-0.0078125
9,0,-0.04,-0.02,-0.23,0.264404,0.661804,-0.701477,-0.00787354
10,0,-0.07,0.03,-0.2,0.263245,0.662109,-0.701599,-0.00726318
11,0,-0.02,-0.03,-0.16,0.262878,0.662476,-0.701416,-0.00738525
12,0,0.25,0.01,-0.17,0.262207,0.663086,-0.70105,-0.00775146
13,0,0.53,-0.21,-0.44,0.261108,0.66394,-0.700623,-0.00732422
14,0,0.27,0.12,-0.07,0.257263,0.665466,-0.700684,-0.00476074
15,0,0.07,0.27,0.68,0.254395,0.665833,-0.701355,-0.00280762
16,0,1.03,0.21,1.47,0.249695,0.665039,-0.703796,6.10352e-05
17,0,-0.28,-0.46,-0.8,0.247803,0.663879,-0.705566,0.00189209
18,0,-0.62,-0.06,-0.67,0.245483,0.663879,-0.70636,0.00531006
19,0,-0.44,0,-1.05,0.243103,0.664612,-0.706543,0.00695801
20,0,-0.57,-0.29,-1.6,0.238159,0.667542,-0.705383,0.00854492
21,0,-0.76,-0.58,-1.44,0.233643,0.671204,-0.70343,0.00921631
22,0,-0.48,-0.51,-1.48,0.222656,0.679138,-0.699402,0.0101929
23,0,-1.31,-1.02,-3.07,0.212524,0.686646,-0.695129,0.0109863
24,0,-1.7,-0.38,-1.62,0.195312,0.703003,-0.683716,0.0113525
25,0,-1.22,0.39,-0.25,0.187073,0.71521,-0.67334,0.0090332
26,0,-0.14,0.59,0.45,0.179321,0.733521,-0.655579,0.00177002
27,0,1.17,1.06,1.32,0.174622,0.745239,-0.643555,-0.00299072
28,0,0.99,1.02,1.48,0.167847,0.760071,-0.627686,-0.0078125
29,0,1.25,1.21,2.24,0.164612,0.767578,-0.619385,-0.0106201
30,0,1.97,1.14,2.57,0.163208,0.774048,-0.611572,-0.0136108
31,0,2.15,0.61,1.69,0.164978,0.775085,-0.609741,-0.0154419
32,0,1.64,0.2,0.86,0.168213,0.773315,-0.611084,-0.0157471
33,0,-0.01,0.2,0.58,0.169312,0.770935,-0.613831,-0.0140381
34,0,-0.47,0.15,0.36,0.171448,0.766113,-0.619263,-0.0124512
35,0,0.1,0.05,-0.16,0.175476,0.761963,-0.623291,-0.0131836
36,0,0.98,0.44,0.31,0.182007,0.754517,-0.630371,-0.0137939
37,0,0,0,1.43,0.186462,0.739624,-0.646667,-0.00622559
38,0,-0.25,0.28,0.02,0.190063,0.719849,-0.667603,0.00262451
39,0,0.08,0.15,-0.78,0.194641,0.711731,-0.674988,0.00372314
40,0,0.93,0.14,-0.41,0.204041,0.699585,-0.684753,0.00616455
41,0,0.01,-0.08,-0.72,0.208191,0.691467,-0.691711,0.00933838
42,0,-0.49,-0.16,-0.99,0.212585,0.679932,-0.701599,0.0148926
43,0,-0.82,-0.18,-1.15,0.216309,0.672974,-0.707153,0.0178223
44,0,-0.33,-0.14,-0.81,0.223022,0.664062,-0.713379,0.0197144
45,0,-0.4,-0.37,-1.18,0.228455,0.656311,-0.718811,0.020874
46,0,-0.86,-0.21,-1.29,0.230103,0.65332,-0.720947,0.0214844
47,0,-0.67,-0.05,-0.87,0.230957,0.651428,-0.722351,0.0219116
48,0,-0.5,-0.19,-0.92,0.230896,0.65155,-0.72229,0.0213623
49,0,0.2,0.07,-0.29,0.229004,0.655396,-0.719482,0.0189209
50,0,0.45,0.13,0.05,0.228394,0.657227,-0.718018,0.0177002
51,0,0.49,0.03,0.16,0.228394,0.659973,-0.715515,0.0158081
52,0,0.33,-0.02,0.23,0.229126,0.661072,-0.714294,0.0152588
53,0,0.29,-0.05,0.13,0.23053,0.66272,-0.712341,0.013855
54,0,0.23,-0.17,0.09,0.231323,0.664001,-0.710938,0.0132446
55,0,0.27,0,-0.08,0.231812,0.665161,-0.709717,0.0128174
56,0,0.48,0.03,-0.28,0.231934,0.666199,-0.708679,0.0128784
57,0,0.15,0.05,-0.36,0.229553,0.66864,-0.707092,0.0164185
58,0,-0.21,0.06,-0.33,0.227661,0.669983,-0.70636,0.0186768
59,0,-0.33,0.07,-0.36,0.226196,0.671448,-0.705383,0.0203247
60,0,-0.32,0.11,-0.25,0.225281,0.672974,-0.704163,0.0213013
61,0,-0.19,0.21,-0.05,0.225342,0.675232,-0.701965,0.0217285
62,0,-0.29,0.13,0.13,0.226135,0.676636,-0.700439,0.0213623
63,0,-0.39,-0.2,0.5,0.228882,0.678589,-0.697693,0.019043
0,1,-0.04,-0.03,-0.08,0.295288,0.640625,-0.707397,-0.0449219
