sample,sensor,ax,ay,az,w,i,j,k
0,0,-1.99,-0.22,-0.75,0.528992,0.599548,-0.418396,-0.430847
1,0,-1.27,0.98,-0.38,0.515076,0.613159,-0.435547,-0.411133
2,0,-1.29,0.26,-0.63,0.492188,0.63385,-0.463257,-0.375977
3,0,-1.45,-0.31,-0.19,0.482849,0.642334,-0.472595,-0.361816
4,0,-1.41,-0.09,0.07,0.474487,0.64978,-0.479431,-0.350403
5,0,-1.45,-0.07,-0.03,0.468567,0.655518,-0.484009,-0.341309
6,0,-1.04,-0.07,0.11,0.463257,0.661255,-0.486938,-0.333252
7,0,-0.82,0.04,0.27,0.461182,0.663818,-0.487366,-0.330322
8,0,-0.57,0.25,0.33,0.459961,0.665527,-0.486938,-0.329224
9,0,-0.29,-0.34,0.26,0.459656,0.666565,-0.485901,-0.329102
10,0,-0.27,-0.02,0.31,0.457642,0.668335,-0.485718,-0.328552
11,0,-0.31,0.01,0.18,0.457092,0.668884,-0.484924,-0.329346
12,0,-0.34,0.04,0.17,0.455261,0.670044,-0.484863,-0.329651
13,0,-0.24,0.21,-0.1,0.454895,0.670044,-0.484497,-0.33075
14,0,-0.04,-0.12,-0.17,0.453552,0.670227,-0.484436,-0.332336
15,0,0.03,-0.17,-0.32,0.453186,0.669922,-0.484436,-0.333313
16,0,-0.08,-0.21,-0.62,0.452942,0.6698,-0.484497,-0.333801
17,0,-0.04,-0.25,-0.64,0.45282,0.669922,-0.484619,-0.333679
18,0,0.13,-0.1,-0.53,0.452026,0.670471,-0.485168,-0.332825
19,0,0.09,-0.14,-0.4,0.449463,0.671692,-0.487244,-0.33075
20,0,0.36,0.15,-0.71,0.445618,0.674561,-0.489563,-0.326721
21,0,0.02,-0.37,-1.06,0.430725,0.685913,-0.498474,-0.309082
22,0,-0.17,-0.15,-0.88,0.420837,0.693176,-0.504456,-0.29657
23,0,1.13,-0.16,-1.14,0.409119,0.701355,-0.511353,-0.281494
24,0,1.65,2.29,-1.34,0.393799,0.711182,-0.520203,-0.261841
25,0,0.32,-1.9,-1.4,0.371582,0.723877,-0.530762,-0.237061
26,0,-2.21,0.12,0.04,0.349976,0.735046,-0.541626,-0.209534
27,0,-3.34,-0.06,1.74,0.332764,0.743408,-0.549255,-0.186951
28,0,-8.51,0.58,7.86,0.323242,0.748535,-0.551392,-0.176575
29,0,-14.56,0.58,9.27,0.339661,0.742554,-0.541382,-0.200439
30,0,-20.97,-2.63,-3.27,0.393127,0.71582,-0.508362,-0.273071
31,0,-15.12,-5.49,-12.1,0.465637,0.665588,-0.441772,-0.380798
32,0,-7.52,4.29,-22.34,0.534851,0.59552,-0.346008,-0.489441
33,0,14.43,6.24,-23.5,0.589661,0.518005,-0.244202,-0.569519
34,0,34.2,7.21,-14.64,0.629089,0.445557,-0.172119,-0.61322
35,0,14.75,2.72,-2.5,0.645691,0.416565,-0.150452,-0.62207
36,0,0.22,-0.2,1.65,0.64386,0.428223,-0.165283,-0.612183
37,0,-4.28,-0.4,2.7,0.639832,0.44342,-0.192322,-0.597473
38,0,-5.79,1.3,1.73,0.632446,0.459229,-0.215393,-0.585449
39,0,-5.22,0.95,0.67,0.626221,0.468933,-0.229797,-0.578918
40,0,-2.81,0.22,0.19,0.624023,0.470703,-0.234985,-0.577759
41,0,0.01,-0.12,0,0.623535,0.469788,-0.235901,-0.578674
42,0,1.07,-0.34,0.05,0.622498,0.47052,-0.238403,-0.578186
43,0,0.78,-0.5,-0.04,0.619568,0.47467,-0.245605,-0.574951
44,0,0.14,-0.41,-0.57,0.614197,0.4823,-0.257324,-0.569153
45,0,0.07,-0.17,-1.2,0.606995,0.491943,-0.271851,-0.561829
46,0,0.26,0.01,-1.7,0.598511,0.502747,-0.287903,-0.553284
47,0,0.16,-0.07,-1.38,0.589355,0.514648,-0.304688,-0.543091
48,0,-0.28,-0.41,-0.78,0.579346,0.527832,-0.322388,-0.530884
49,0,-0.3,-0.2,-0.6,0.568359,0.542236,-0.340515,-0.516724
50,0,-1.22,-0.28,-0.28,0.556763,0.557068,-0.359375,-0.500488
51,0,-1.65,-0.19,-0.5,0.544067,0.572327,-0.377258,-0.483887
52,0,-1.89,-0.15,-0.76,0.532043,0.585754,-0.393372,-0.468079
53,0,-1.96,-0.49,-0.48,0.522217,0.596497,-0.407227,-0.453491
54,0,-1.59,-0.34,-0.19,0.513367,0.606079,-0.417603,-0.441345
55,0,-1.5,0.36,0.04,0.50647,0.613525,-0.42511,-0.431702
56,0,-1.05,-0.19,0.37,0.502014,0.618774,-0.429382,-0.425171
57,0,-0.67,0,0.16,0.499634,0.621887,-0.431458,-0.421265
58,0,-0.13,0.07,0.29,0.498352,0.623718,-0.432556,-0.418945
59,0,0.03,-0.04,-0.01,0.497253,0.625122,-0.433777,-0.416931
60,0,-0.03,-0.15,-0.27,0.493958,0.628479,-0.43689,-0.412476
61,0,0.07,0.5,-0.1,0.492859,0.629761,-0.438904,-0.409668
62,0,-0.43,0.01,-0.08,0.489868,0.632507,-0.441772,-0.406006
63,0,-0.44,0.02,-0.07,0.487671,0.634338,-0.44458,-0.402649
0,1,-1.37,-0.09,-0.99,0.436523,0.627808,-0.460327,-0.450989
1,1,-0.7,-0.13,-0.53,0.427612,0.63269,-0.469055,-0.443665
2,1,-0.64,-0.13,-0.2,0.41156,0.640137,-0.484375,-0.43158
3,1,-0.34,-0.04,-0.22,0.3974,0.645996,-0.497253,-0.421387
4,1,-0.37,-0.39,0.11,0.380859,0.651489,-0.510498,-0.41217
5,1,-0.18,0.04,0.33,0.372742,0.653198,-0.516846,-0.408936
6,1,-0.37,0.86,0.34,0.36499,0.652283,-0.522156,-0.410645
7,1,0.12,0.4,0.27,0.360413,0.651306,-0.524414,-0.413391
8,1,0.18,0,0.27,0.360107,0.64978,-0.52417,-0.41626
9,1,0.34,0.01,0.13,0.356567,0.648499,-0.525269,-0.419983
10,1,0.39,0.01,0.17,0.353088,0.647156,-0.526245,-0.423706
11,1,0.52,0.32,-0.05,0.348511,0.64502,-0.527954,-0.42865
12,1,0.61,-0.13,-0.11,0.345703,0.643311,-0.529175,-0.431946
13,1,0.5,0.14,-0.35,0.341736,0.639832,-0.531372,-0.437622
14,1,0.38,0.36,-0.66,0.337769,0.637512,-0.533508,-0.441467
15,1,0.43,0.22,-0.6,0.331848,0.633606,-0.537292,-0.446899
16,1,0.57,-0.07,-0.44,0.327209,0.630737,-0.54071,-0.450256
17,1,0.44,0.06,-0.5,0.324585,0.629395,-0.542969,-0.451355
18,1,0.5,0.4,-0.81,0.316406,0.62677,-0.551208,-0.450745
19,1,0.92,-0.12,-0.89,0.313721,0.626587,-0.55481,-0.448486
20,1,0.51,0.43,-1.03,0.30365,0.628418,-0.568787,-0.43512
21,1,0.44,0.02,-0.51,0.294556,0.630798,-0.581116,-0.421509
22,1,1.2,0.26,-0.62,0.284363,0.633362,-0.595642,-0.403931
23,1,1.13,1.72,-1.51,0.271851,0.637024,-0.612976,-0.380188
24,1,1.11,0.54,-1.63,0.263855,0.639465,-0.622986,-0.365173
25,1,-0.79,-0.15,-0.78,0.23291,0.645752,-0.656006,-0.313721
26,1,-1.6,-1,-0.35,0.214539,0.648865,-0.673279,-0.282288
27,1,-4.29,-4.24,2.23,0.207764,0.654663,-0.677979,-0.261902
28,1,-10.72,-3.69,1.62,0.227417,0.667114,-0.654785,-0.27301
29,1,-11.65,-4.06,-0.99,0.253357,0.675171,-0.623779,-0.301514
30,1,-8.69,-2.1,-10.99,0.409973,0.658691,-0.436035,-0.456055
31,1,1.05,1.27,-18.8,0.513733,0.581848,-0.259338,-0.574707
32,1,13.93,5.34,-14.25,0.597534,0.495361,-0.112183,-0.620483
33,1,12.28,5.45,-10.29,0.662415,0.4198,-0.0349121,-0.619507
34,1,11.09,0.69,-4.8,0.686035,0.387573,-0.0114746,-0.615662
35,1,2.77,-0.52,2.42,0.697144,0.347961,0.0162964,-0.626648
36,1,-2.99,-0.06,2.19,0.687439,0.362732,-0.0164795,-0.628967
37,1,-4.43,1.4,1.74,0.682434,0.384033,-0.0507812,-0.619873
38,1,-3.9,1.08,1.28,0.680054,0.399719,-0.0722046,-0.610352
39,1,-1.68,0.18,0.69,0.679077,0.404419,-0.0772705,-0.607727
40,1,-0.18,-0.06,0.3,0.678345,0.404968,-0.078186,-0.608093
41,1,0.76,-0.37,0.11,0.675049,0.409424,-0.0863647,-0.607666
