sample,sensor,ax,ay,az,w,i,j,k
0,0,0.1,0.1,0.11,0.13269,0.792664,-0.59198,-0.0600586
1,0,0.14,0,0.01,0.132568,0.792725,-0.59198,-0.0600586
2,0,0,0,0.07,0.131653,0.792786,-0.592102,-0.0592651
3,0,-0.06,0.03,0.06,0.131409,0.792786,-0.592163,-0.0592041
4,0,0.02,-0.02,0.03,0.131409,0.792786,-0.592224,-0.0593872
5,0,0.17,0.03,-0.02,0.131287,0.792786,-0.592163,-0.0596313
6,0,0.11,0.01,0.03,0.130432,0.792908,-0.592224,-0.0592651
7,0,0.07,0,0.04,0.129517,0.793152,-0.592163,-0.0587769
8,0,0.06,-0.12,-0.18,0.12738,0.793884,-0.591736,-0.0574341
9,0,0.33,-0.02,-0.21,0.125366,0.794861,-0.591003,-0.0563354
10,0,0.37,-0.06,-0.18,0.121338,0.796997,-0.589233,-0.0540161
11,0,-0.41,0.34,0.19,0.117859,0.79834,-0.588257,-0.0526123
12,0,-0.43,-0.65,0.56,0.114075,0.799744,-0.587219,-0.0508423
13,0,0.43,0.27,-0.08,0.112793,0.800781,-0.585938,-0.0523071
14,0,0.41,-0.15,0.03,0.111816,0.802002,-0.58429,-0.053894
15,0,0.31,-0.19,0.24,0.110779,0.802795,-0.583374,-0.0536499
16,0,0.04,-0.28,0.33,0.10968,0.803833,-0.582214,-0.0534668
17,0,-0.06,0.11,0.14,0.109741,0.804688,-0.580933,-0.0541992
18,0,0,0.03,0.33,0.108398,0.804993,-0.58075,-0.0540771
19,0,-0.22,0.17,0.06,0.106873,0.805115,-0.580933,-0.053772
20,0,-0.25,0.03,0.04,0.105652,0.804993,-0.581299,-0.0536499
21,0,-0.38,-0.09,-0.22,0.104309,0.804993,-0.581543,-0.0536499
22,0,-0.34,0.16,0.03,0.103638,0.805054,-0.581543,-0.0547485
23,0,-0.22,-0.04,-0.03,0.10321,0.804932,-0.581726,-0.0554199
24,0,0.34,0.01,-0.04,0.101929,0.804749,-0.582031,-0.0568237
25,0,0.14,0.16,0.22,0.101196,0.804626,-0.582336,-0.0570679
26,0,0.11,0.04,0.18,0.100586,0.804382,-0.582703,-0.057251
27,0,0.19,0,0,0.100159,0.804138,-0.58313,-0.0576782
28,0,0.19,-0.04,0.07,0.0993042,0.803772,-0.583801,-0.0577393
29,0,-0.3,0.29,0.76,0.098999,0.803406,-0.584351,-0.0577393
30,0,-1.51,2.23,3.51,0.103088,0.800903,-0.586914,-0.0588379
31,0,-3.17,-0.36,0.09,0.10553,0.794067,-0.595764,-0.0582886
32,0,5.44,0.3,-3.57,0.134827,0.79248,-0.588806,-0.0847168
33,0,10.26,-1,7.18,0.157532,0.791687,-0.584595,-0.0820312
34,0,-0.72,-2.66,-1.94,0.137024,0.789185,-0.595337,-0.0630493
35,0,-7.67,0.18,-2.01,0.124817,0.788086,-0.599426,-0.0633545
36,0,-0.7,0.13,-0.43,0.139709,0.786682,-0.597168,-0.0710449
37,0,4.55,-0.47,0.21,0.150391,0.786743,-0.59375,-0.0767212
38,0,0.7,0.6,0.02,0.146729,0.787415,-0.594116,-0.0737305
39,0,-2.16,-0.14,0.48,0.142273,0.788147,-0.594727,-0.0696411
40,0,-0.88,0.18,0.32,0.144592,0.789124,-0.592957,-0.0693359
41,0,0.75,-0.01,0.27,0.146057,0.789368,-0.592102,-0.0704346
42,0,0.15,0.17,0.1,0.144531,0.789185,-0.592773,-0.0704956
43,0,-0.33,-0.13,0.13,0.1427,0.788818,-0.593689,-0.0700073
44,0,0.18,0.03,-0.02,0.142395,0.788391,-0.594177,-0.0709229
45,0,0.39,-0.04,-0.24,0.142212,0.788269,-0.594421,-0.0709839
46,0,0.15,0.04,0.13,0.141174,0.788452,-0.594604,-0.0701294
