sample,sensor,ax,ay,az,w,i,j,k
0,0,0.13,0.09,0.3,0.086731,0.802856,-0.586426,-0.0635376
1,0,-0.06,-0.13,-0.1,0.0858154,0.802917,-0.586426,-0.0637207
2,0,0.15,-0.17,-0.15,0.0844116,0.803406,-0.585938,-0.0641479
3,0,0,0.12,0.21,0.083313,0.803833,-0.585449,-0.0643921
4,0,0.01,-0.1,-0.03,0.0823975,0.804016,-0.585266,-0.0652466
5,0,0.18,0.12,0.04,0.0814819,0.804321,-0.584839,-0.0658569
6,0,0.19,0.07,0.1,0.0788574,0.80481,-0.584656,-0.0653076
7,0,-0.01,0.13,0.11,0.0779419,0.804932,-0.584656,-0.0650635
8,0,-0.03,-0.1,0.05,0.076416,0.805054,-0.584656,-0.0648193
9,0,0.13,0.08,-0.04,0.076416,0.805237,-0.584412,-0.0650635
10,0,0.13,0.09,0.12,0.0756226,0.805359,-0.584351,-0.0646973
11,0,-0.08,-0.03,0.06,0.0748901,0.80542,-0.584473,-0.0643311
12,0,0.03,-0.03,0.25,0.0744629,0.805481,-0.584412,-0.0641479
13,0,0.21,0.06,0.08,0.0744019,0.805542,-0.58429,-0.0643921
14,0,0.13,0.03,0.15,0.0742188,0.805542,-0.58429,-0.0645142
15,0,0.06,0.02,0.01,0.0736694,0.805481,-0.584473,-0.0645752
16,0,0.07,0.03,0,0.0732422,0.805359,-0.584656,-0.0645142
17,0,0.03,0.04,0.13,0.072937,0.805298,-0.584839,-0.0644531
18,0,0,0.09,0.18,0.0726929,0.805176,-0.585083,-0.0643311
19,0,0,-0.08,-0.12,0.0725098,0.804871,-0.585449,-0.0643921
20,0,0.14,-0.01,-0.06,0.0724487,0.804626,-0.585815,-0.0645142
21,0,-0.14,0,0.11,0.0718994,0.804443,-0.586182,-0.0643311
22,0,-0.27,-0.17,-0.06,0.071228,0.80426,-0.586487,-0.0641479
23,0,0.1,0.01,0.02,0.071167,0.804321,-0.586365,-0.0646973
24,0,0.23,0,0.07,0.071167,0.804321,-0.586304,-0.0651245
25,0,0.27,0.06,-0.07,0.0708008,0.804321,-0.586365,-0.0651855
26,0,0.02,0.07,0.27,0.0702515,0.80426,-0.586487,-0.0649414
27,0,-0.14,0,0.2,0.069458,0.804199,-0.586792,-0.0645142
28,0,0.18,-0.07,-0.17,0.0692139,0.804016,-0.587036,-0.0646362
29,0,0.28,-0.07,-0.18,0.0695801,0.803955,-0.587036,-0.0651245
30,0,0.21,0.05,0,0.069458,0.803955,-0.587036,-0.0651245
31,0,-0.15,-0.09,0.43,0.0691528,0.803955,-0.587158,-0.0646973
32,0,-2.32,0.69,0.82,0.0743408,0.80365,-0.586731,-0.0663452
33,0,-0.46,-2,-2.93,0.0834961,0.799011,-0.591736,-0.0666504
34,0,2.17,0.24,-2.28,0.0886841,0.796753,-0.593567,-0.0708618
35,0,7.18,0.12,3.8,0.0938721,0.794373,-0.596313,-0.0675049
36,0,-4.63,-5.35,-4.22,0.103577,0.784912,-0.607971,-0.0591431
37,0,2.73,-1.23,-2.9,0.113281,0.780701,-0.610413,-0.0713501
38,0,4.5,-0.11,-0.27,0.122192,0.77948,-0.609863,-0.074646
