sample,sensor,ax,ay,az,w,i,j,k
0,0,-18.4,-1.06,-2.68,0.593262,0.669678,-0.30249,-0.328735
1,0,-8.35,-2.2,6.09,0.561584,0.701477,-0.337952,-0.279846
2,0,-5.13,-1.91,5.55,0.54071,0.718445,-0.35321,-0.258301
3,0,-4.59,-0.37,0.68,0.533508,0.722717,-0.352966,-0.261658
4,0,7.65,-0.9,-5.03,0.539185,0.717041,-0.340881,-0.280945
5,0,11.62,-1.31,-6.55,0.544495,0.71228,-0.333313,-0.291748
6,0,4.25,-1.4,-4.55,0.538147,0.718506,-0.341248,-0.27887
7,0,-0.71,-1.04,-2,0.52533,0.729797,-0.357178,-0.252747
8,0,-2.53,-0.87,-0.23,0.515137,0.737915,-0.370361,-0.230225
9,0,-2.08,-1.05,-0.04,0.511658,0.740601,-0.376831,-0.218384
10,0,-1.42,-1,-0.65,0.515137,0.738647,-0.376892,-0.216736
11,0,-1.13,-1.06,-1.29,0.524353,0.733093,-0.37146,-0.222778
12,0,-1.02,-0.88,-1.46,0.53717,0.725037,-0.362244,-0.233582
13,0,-1.57,-0.61,-1.13,0.552002,0.715149,-0.350098,-0.247681
14,0,-2.03,-0.65,-0.91,0.568359,0.703125,-0.3349,-0.26532
15,0,-2.56,-1.09,-1.19,0.596191,0.679871,-0.304688,-0.299194
16,0,-2.49,-1.27,-1.64,0.616333,0.660278,-0.278137,-0.326782
17,0,-1.58,-1.37,-2.21,0.644836,0.62677,-0.232117,-0.370728
18,0,-0.92,-1.3,-2.52,0.660339,0.604492,-0.200928,-0.397766
19,0,-0.58,-1.29,-2.46,0.678833,0.572693,-0.156982,-0.431946
20,0,-2.24,-0.01,-0.91,0.687622,0.555481,-0.13208,-0.448547
21,0,-0.22,-0.97,-1.09,0.693909,0.540161,-0.101318,-0.465271
22,0,-1.58,-1.13,-0.72,0.697388,0.533447,-0.0883789,-0.470398
23,0,-1.07,-1.32,-0.4,0.699707,0.529053,-0.0770264,-0.473877
24,0,-0.16,-0.58,-0.27,0.702271,0.52478,-0.0673218,-0.476379
25,0,-1.28,-0.97,0.03,0.70459,0.521729,-0.0604248,-0.477173
26,0,-1.81,-0.7,0.31,0.707703,0.51886,-0.0532837,-0.476501
27,0,-2.32,-0.8,0.1,0.709229,0.516724,-0.0483398,-0.477173
28,0,-2.84,-0.17,0.54,0.711121,0.511658,-0.0396118,-0.480591
29,0,-0.63,0.31,1.41,0.710388,0.498352,-0.0152588,-0.496704
30,0,3.23,0.94,-1.65,0.708618,0.490662,-0.00646973,-0.507019
31,0,13.98,1.99,-6.98,0.708557,0.485657,-0.0119019,-0.51178
32,0,15.13,-3.63,-12.18,0.702759,0.521606,-0.0770874,-0.477661
33,0,-9.68,-6.42,-20.72,0.68219,0.581299,-0.169617,-0.409851
34,0,-20.79,-6.43,-8.97,0.634827,0.651611,-0.269287,-0.315979
35,0,-23.63,6.95,1.7,0.591064,0.694763,-0.334473,-0.236816
36,0,-2.98,2.67,8.33,0.557922,0.721497,-0.36322,-0.19043
37,0,-1.04,-1.25,7.56,0.529785,0.741516,-0.375061,-0.169861
38,0,-7.38,-1.76,3.27,0.525146,0.745117,-0.371399,-0.176392
39,0,-0.05,-2.14,-2.35,0.535461,0.738953,-0.354309,-0.204285
40,0,6.16,-2.21,-6.88,0.556946,0.722168,-0.325012,-0.250244
41,0,11.53,-1.88,-8.76,0.568115,0.711609,-0.308777,-0.274841
42,0,7.16,-1.15,-6.82,0.565491,0.714172,-0.311951,-0.269897
43,0,-1.43,-1.68,-2.35,0.556213,0.7229,-0.325439,-0.24939
44,0,-2.77,-1.39,0.02,0.549927,0.728699,-0.335938,-0.231812
45,0,-3.15,-0.59,0.83,0.550903,0.728821,-0.338074,-0.22583
46,0,-3.19,-0.59,0.06,0.559692,0.723389,-0.330688,-0.232666
47,0,-2.51,-0.59,-1.34,0.574646,0.713013,-0.314514,-0.249939
48,0,-1.84,-0.84,-2.02,0.593018,0.698547,-0.291809,-0.27417
49,0,0.22,-1.65,-2.06,0.628174,0.66449,-0.240479,-0.325623
50,0,0.18,-1.67,-2.34,0.642456,0.648254,-0.216614,-0.346558
51,0,0.23,-1.26,-2.26,0.65509,0.633057,-0.194946,-0.363464
52,0,0.51,-1.12,-1.97,0.666199,0.619019,-0.175598,-0.377075
53,0,0.69,-1.02,-1.16,0.675842,0.606567,-0.159424,-0.387268
54,0,-0.15,-1,-0.98,0.683167,0.597046,-0.1474,-0.393799
55,0,-0.24,-0.63,-1.33,0.6875,0.591003,-0.13678,-0.39917
56,0,-1.43,-1.03,-0.45,0.691895,0.585266,-0.127686,-0.403076
57,0,-1.51,-1.55,0,0.696838,0.578491,-0.118713,-0.407043
58,0,-0.56,-0.38,-0.04,0.700012,0.573669,-0.109741,-0.41095
59,0,-0.3,0.89,-0.1,0.702454,0.570068,-0.103516,-0.413391
60,0,-0.46,-2.07,0.51,0.704346,0.568115,-0.100952,-0.413452
61,0,-1.7,-2.96,0.25,0.705017,0.56842,-0.101013,-0.411865
62,0,-3.18,0.54,-0.31,0.705994,0.567993,-0.102112,-0.410522
63,0,-2.81,-0.68,-0.57,0.706848,0.567505,-0.101196,-0.409973
0,1,-3.98,-2.94,2.43,0.454407,0.683899,-0.269714,-0.503052
1,1,-3.7,-2.38,1.46,0.431274,0.698364,-0.275818,-0.500244
2,1,3.24,0.57,-0.02,0.43573,0.69043,-0.257812,-0.516663
3,1,5.4,2.33,-0.83,0.438477,0.686401,-0.251709,-0.522705
4,1,3.18,1.25,-0.97,0.429626,0.695496,-0.264893,-0.511475
5,1,-0.11,-0.68,-0.49,0.422119,0.703064,-0.276245,-0.501221
6,1,-1.96,-0.94,-0.1,0.402893,0.721558,-0.306885,-0.472107
7,1,-2.08,-1.33,0.12,0.399536,0.72522,-0.315918,-0.463196
8,1,-1.62,-0.93,-0.1,0.40448,0.722839,-0.315979,-0.462708
9,1,-1.33,-0.55,-0.16,0.415771,0.715271,-0.308838,-0.469177
10,1,-1.61,-0.66,-0.17,0.431152,0.703796,-0.297974,-0.479553
11,1,-2.38,-0.54,0.53,0.449036,0.688782,-0.283691,-0.493469
12,1,-2.68,-0.34,0.82,0.469666,0.668579,-0.264465,-0.512329
13,1,-2.7,-0.67,0.76,0.492737,0.642029,-0.238831,-0.536621
14,1,-2.52,-0.9,0.68,0.530579,0.589294,-0.18512,-0.580505
15,1,-1.63,-0.74,0.84,0.557251,0.547668,-0.141174,-0.607971
16,1,-1.2,-0.43,1.15,0.596375,0.481812,-0.0717773,-0.637939
17,1,-0.64,-0.06,1.49,0.618896,0.438782,-0.0285034,-0.650879
18,1,-0.04,0.2,1.6,0.647217,0.379822,0.0283203,-0.660339
19,1,2.07,1.37,2.12,0.664185,0.345215,0.0567627,-0.660645
20,1,0.36,0.1,2.52,0.685425,0.306396,0.0872803,-0.654724
21,1,0.81,0.49,2.51,0.699402,0.285706,0.097168,-0.647888
22,1,0.17,1.26,2.62,0.713562,0.269348,0.100281,-0.638977
23,1,-0.11,0.84,2.8,0.727295,0.256531,0.102417,-0.628296
24,1,-0.48,1.02,3.21,0.741455,0.245605,0.10498,-0.61554
25,1,-1.27,1.09,2.76,0.76001,0.229736,0.113708,-0.597229
26,1,-2.34,2.11,3.54,0.76947,0.218994,0.126587,-0.586426
27,1,-0.53,2.51,5.1,0.777039,0.206421,0.148438,-0.575806
28,1,2.29,-0.24,4.65,0.782043,0.193359,0.172424,-0.566833
29,1,5.68,1.98,3.01,0.793152,0.178284,0.179688,-0.553955
30,1,6.59,6.06,2.46,0.798401,0.183228,0.162842,-0.549988
31,1,7.86,2.87,-0.61,0.781372,0.230957,0.112976,-0.568665
32,1,-12.34,-0.32,-4.69,0.698425,0.40332,-0.0352173,-0.590149
33,1,-7.71,-0.2,-2.92,0.606628,0.51825,-0.139771,-0.586426
34,1,-5.61,0.25,-0.15,0.511475,0.596985,-0.240417,-0.569397
35,1,-3.43,-6.39,4.12,0.444519,0.640991,-0.333923,-0.529175
36,1,-1.52,-0.74,4.63,0.414001,0.668701,-0.381775,-0.485474
