sample,sensor,ax,ay,az,w,i,j,k
0,0,0.24,-0.05,0.01,-0.127625,0.948669,-0.228516,0.177429
1,0,0.26,-0.1,0.02,-0.126892,0.948853,-0.228821,0.176819
2,0,0.33,-0.1,-0.03,-0.12677,0.948914,-0.229004,0.176208
3,0,0.22,-0.06,0.02,-0.127136,0.948669,-0.229248,0.177002
4,0,0.1,0.08,0.09,-0.127075,0.948486,-0.229309,0.177734
5,0,0.26,0.02,0,-0.126892,0.948303,-0.229736,0.178345
6,0,0.41,-0.22,-0.04,-0.126709,0.948303,-0.22998,0.178284
7,0,0.29,-0.19,-0.19,-0.126038,0.948303,-0.230103,0.178467
8,0,0.25,-0.06,0.27,-0.125244,0.948425,-0.230042,0.178528
9,0,0.44,-0.16,0.14,-0.12439,0.948242,-0.230469,0.179565
10,0,0.13,0,-0.53,-0.123108,0.948425,-0.230835,0.179138
11,0,0.58,0.29,0.21,-0.118591,0.948914,-0.2323,0.177673
12,0,-0.07,-0.02,0.27,-0.118652,0.947632,-0.234131,0.181946
13,0,-0.1,-0.08,0.39,-0.117981,0.946167,-0.236267,0.187195
14,0,0.2,-0.38,0.22,-0.117493,0.945068,-0.238708,0.189941
15,0,1.09,0.82,0.26,-0.118164,0.943665,-0.242859,0.191284
16,0,-0.04,-0.5,-0.34,-0.118591,0.942322,-0.245422,0.194336
17,0,0.45,-0.47,-0.32,-0.11853,0.940735,-0.248535,0.197998
18,0,0.37,-0.39,-0.26,-0.118103,0.940002,-0.249573,0.200562
19,0,-0.19,-0.44,0.17,-0.116638,0.939026,-0.249207,0.206116
20,0,0.11,0.22,-0.06,-0.116455,0.938721,-0.248657,0.208313
21,0,0.54,0.04,0.21,-0.114807,0.938843,-0.247681,0.209839
22,0,0.63,-0.03,0.05,-0.113708,0.938843,-0.24707,0.211182
23,0,0.44,-0.13,0.29,-0.112732,0.938354,-0.246704,0.214294
24,0,-0.24,0.02,0.17,-0.112427,0.937683,-0.247009,0.217041
25,0,-0.13,0.12,-0.05,-0.111511,0.936951,-0.247803,0.219666
26,0,-0.02,-0.19,0.05,-0.110229,0.936707,-0.248291,0.220764
27,0,0.6,-0.04,-0.14,-0.109131,0.936584,-0.24884,0.221375
28,0,0.37,-0.13,-0.13,-0.106995,0.936218,-0.249207,0.223511
29,0,0.68,0.2,0.2,-0.104431,0.935791,-0.249878,0.225586
30,0,0.17,-0.1,0,-0.103516,0.935608,-0.249939,0.226929
31,0,0.41,-0.08,-0.13,-0.102661,0.935303,-0.250183,0.228149
32,0,0.52,-0.22,-0.21,-0.101624,0.93512,-0.25,0.229614
33,0,0.29,-0.19,-0.01,-0.101379,0.934387,-0.249573,0.233215
34,0,0.31,-0.22,0,-0.102112,0.933838,-0.249146,0.235413
35,0,0.25,-0.07,0.33,-0.106262,0.933044,-0.247864,0.238159
36,0,0.12,-0.19,1.44,-0.117798,0.931702,-0.245667,0.240234
37,0,-0.59,0.48,2.36,-0.128113,0.929199,-0.247498,0.242737
38,0,-5.24,-5.58,-3.32,-0.154419,0.927246,-0.259827,0.221008
39,0,5.61,1.88,-4.98,-0.152039,0.936951,-0.255493,0.183533
40,0,4.35,3,4.27,-0.132385,0.950623,-0.235107,0.153381
41,0,2.21,2.87,2.5,-0.134644,0.950684,-0.225647,0.164856
42,0,1.74,0.43,-0.94,-0.131836,0.949646,-0.221985,0.177612
43,0,-3.44,0.85,-0.08,-0.137268,0.941345,-0.226746,0.208862
44,0,-1.01,0.9,-0.26,-0.133484,0.945007,-0.232239,0.187805
45,0,3.51,-0.39,-0.57,-0.129089,0.947266,-0.234192,0.176453
46,0,-1.59,-0.99,-0.63,-0.131653,0.943665,-0.235779,0.191162
47,0,-1.48,0.04,-0.06,-0.133362,0.942993,-0.231689,0.198242
48,0,1.2,0.11,0.15,-0.130859,0.94635,-0.228149,0.187683
49,0,1.12,0.19,0.58,-0.130249,0.948181,-0.225647,0.181824
50,0,0.95,0.11,0.17,-0.130615,0.947876,-0.226013,0.182678
51,0,0.4,-0.02,-0.09,-0.13147,0.947083,-0.227051,0.184875
52,0,-0.17,-0.06,-0.08,-0.132263,0.946472,-0.228027,0.18634
53,0,0.05,-0.18,0.2,-0.13147,0.946655,-0.228943,0.184937
54,0,0.43,-0.1,-0.38,-0.130676,0.946777,-0.229309,0.184265
55,0,0.14,-0.17,0.03,-0.130493,0.946716,-0.229187,0.184692
56,0,-0.06,-0.22,-0.01,-0.130859,0.946472,-0.22876,0.18634
57,0,-0.06,-0.13,-0.06,-0.131042,0.946655,-0.228027,0.186096
58,0,0.43,-0.06,0.2,-0.130432,0.947205,-0.227539,0.184326
59,0,0.74,0.05,0.05,-0.130066,0.947693,-0.227173,0.182495
60,0,0.6,0.05,0.08,-0.129944,0.947754,-0.227173,0.182434
61,0,0.31,0.02,0.16,-0.130127,0.94751,-0.227478,0.183228
62,0,0.05,-0.04,0.06,-0.130554,0.946777,-0.22876,0.18512
63,0,0,-0.26,-0.24,-0.131348,0.94635,-0.230042,0.184937
0,1,0.69,-0.55,0.49,-0.11908,0.961609,-0.243347,-0.0429077
1,1,0.67,0.22,0.29,-0.118042,0.957947,-0.257812,-0.0436401
2,1,0.26,-0.04,-0.14,-0.115295,0.950134,-0.286682,-0.0415649
3,1,-1.56,-3.07,0.04,-0.103271,0.936462,-0.33374,-0.0316772
4,1,-0.97,-1.38,-0.25,-0.0935669,0.925476,-0.366089,-0.027832
5,1,0.89,0.67,-1.02,-0.0924072,0.914551,-0.392639,-0.0292969
6,1,0.62,0.03,-1.43,-0.0895996,0.902039,-0.421448,-0.0257568
7,1,-0.52,-0.66,-0.92,-0.0891113,0.894775,-0.437073,-0.0206299
8,1,-0.95,-0.34,-0.6,-0.0874023,0.885559,-0.456055,-0.0136108
9,1,0.14,-0.36,-0.39,-0.0859375,0.879761,-0.467468,-0.0114136
10,1,-0.47,-0.28,-0.41,-0.081665,0.871643,-0.483276,-0.00878906
11,1,0.25,0.01,-0.07,-0.0784302,0.866882,-0.492188,-0.00756836
12,1,-0.27,-0.29,-0.05,-0.0747681,0.860657,-0.503662,-0.00372314
13,1,-0.49,0.07,-0.09,-0.0733032,0.856689,-0.510559,-0.00128174
14,1,-0.39,0.67,-0.08,-0.0707397,0.849915,-0.522156,0.000549316
15,1,-0.05,0,-0.12,-0.0678101,0.845398,-0.529785,0.00177002
16,1,-0.36,-0.93,-0.24,-0.0632935,0.838562,-0.541138,0.00384521
17,1,-0.15,0.07,-0.29,-0.0606689,0.834045,-0.548279,0.00537109
18,1,-0.25,0.07,-0.26,-0.0574341,0.827209,-0.558899,0.00744629
19,1,-0.12,0.08,-0.16,-0.0551147,0.822693,-0.565735,0.00872803
20,1,0.26,0.05,-0.23,-0.053772,0.81781,-0.572937,0.0098877
21,1,0,-0.11,-0.17,-0.0507812,0.813416,-0.579346,0.010376
22,1,0.04,0.02,-0.28,-0.0479736,0.809326,-0.585327,0.0119019
23,1,-0.27,0.19,-0.25,-0.0450439,0.804871,-0.591553,0.0135498
24,1,-0.27,0.08,-0.48,-0.0422974,0.800537,-0.597595,0.0160522
25,1,-1.01,-0.92,-1.02,-0.041626,0.796387,-0.603027,0.0203857
26,1,-1.13,-0.35,-1.52,-0.0446167,0.797302,-0.601501,0.0227051
27,1,-1.14,-0.42,-1.74,-0.052002,0.809692,-0.584167,0.0222778
28,1,-0.2,-1.67,-3.78,-0.0596313,0.852966,-0.518311,0.0152588
29,1,-6.96,-1.62,-3,-0.0693359,0.895142,-0.440247,0.00921631
30,1,-6.45,-5.03,-10.64,-0.0900269,0.928772,-0.358643,-0.0247192
31,1,15.45,2.18,-5.51,-0.090271,0.972778,-0.205933,-0.0563965
32,1,4.03,-1.16,7,-0.103149,0.983337,-0.141541,-0.048584
33,1,4.69,8.23,9.87,-0.105774,0.988647,-0.0917358,-0.0543213
34,1,2.24,0.05,1.04,-0.109253,0.98822,-0.0999146,-0.0394897
35,1,-2.5,-1.3,-1.07,-0.110718,0.987122,-0.113892,-0.0187988
36,1,-2.36,-1.75,-1.7,-0.113892,0.985657,-0.124146,-0.0108032
37,1,-0.75,-0.88,-2.13,-0.11499,0.985229,-0.12561,-0.0166016
38,1,-0.03,-0.13,-0.87,-0.110291,0.985779,-0.123535,-0.0286255
39,1,0.6,-0.01,1.3,-0.101013,0.986694,-0.121399,-0.0390015
40,1,-0.8,-0.76,0.44,-0.10022,0.98645,-0.124573,-0.036499
41,1,-1.78,-1.2,-0.68,-0.104004,0.985596,-0.129883,-0.0298462
42,1,-1.48,-1.17,-1.3,-0.107666,0.984863,-0.133667,-0.0239868
43,1,-1.42,-0.88,-1.42,-0.108887,0.984802,-0.133484,-0.0209351
44,1,-0.04,-0.17,-0.48,-0.10791,0.98584,-0.126587,-0.022644
45,1,0.28,-0.05,0.81,-0.107239,0.986145,-0.124268,-0.0238037
46,1,0.65,0,1.46,-0.107544,0.986389,-0.121643,-0.026001
47,1,0.81,-0.04,1.06,-0.107666,0.986328,-0.121826,-0.0270996
48,1,0.54,-0.14,0.55,-0.107788,0.986023,-0.124023,-0.0266113
49,1,-0.09,-0.41,-0.6,-0.108032,0.985657,-0.127075,-0.0257568
50,1,-0.18,-0.51,-0.67,-0.107788,0.985291,-0.129883,-0.0261841
51,1,-0.08,-0.65,-0.18,-0.107178,0.985046,-0.132202,-0.0273438
52,1,-0.54,-0.45,-0.32,-0.105652,0.984863,-0.13446,-0.0283203
53,1,-0.36,-0.54,-0.23,-0.105408,0.984619,-0.13623,-0.0286865
54,1,-0.47,-0.62,-0.25,-0.105469,0.984497,-0.137207,-0.0283203
55,1,-0.47,-0.52,-0.4,-0.104797,0.984375,-0.139343,-0.0257568
56,1,-0.33,-0.48,-0.26,-0.104675,0.984314,-0.139587,-0.0255127
57,1,0.2,-0.38,0.21,-0.10437,0.984375,-0.13916,-0.0264282
58,1,0.13,-0.16,0.29,-0.104004,0.984558,-0.138184,-0.0272827
59,1,0.1,-0.12,0.34,-0.104126,0.984558,-0.138,-0.0273438
60,1,0.07,-0.29,0.33,-0.105042,0.984192,-0.140259,-0.026123
61,1,-0.41,-0.27,-0.07,-0.10553,0.983887,-0.142212,-0.0248413
62,1,-0.37,-0.65,-0.54,-0.105835,0.983459,-0.144653,-0.0252686
63,1,-0.28,-0.64,-0.58,-0.105774,0.983398,-0.144897,-0.026001
0,2,1.35,1.99,-1.14,0.112,0.606812,0.219482,0.755676
1,2,1.79,0.3,0.36,0.0732422,0.608948,0.211731,0.760925
2,2,0.22,0.16,0.57,0.0375366,0.605774,0.204285,0.768066
3,2,-2.16,0.83,0.18,0.00213623,0.598816,0.197937,0.776001
4,2,-0.26,1.53,0.85,-0.0338135,0.599548,0.187683,0.777283
5,2,3.74,-0.78,1.01,-0.0780029,0.607422,0.169373,0.772156
6,2,3.26,-2.11,-0.6,-0.100037,0.608337,0.164307,0.77002
7,2,1.46,-0.56,0.87,-0.126587,0.606445,0.164734,0.767517
8,2,-0.75,0.39,0.51,-0.142456,0.607971,0.163208,0.763855
9,2,0.53,-0.25,0.37,-0.166626,0.617737,0.160461,0.751587
10,2,0.54,-0.1,0.32,-0.182129,0.621033,0.159973,0.745361
11,2,0.84,-1.18,-0.38,-0.200806,0.624817,0.157349,0.737915
12,2,0.28,-1.05,-0.55,-0.211792,0.625183,0.156494,0.734741
13,2,-0.22,-0.49,-0.19,-0.225952,0.623291,0.156494,0.732117
14,2,-0.19,-0.54,-0.3,-0.235352,0.621765,0.156677,0.730347
15,2,0.82,-1.15,-0.2,-0.248657,0.619568,0.156616,0.727905
16,2,0.51,-0.89,0.04,-0.256348,0.61554,0.156738,0.728577
17,2,0.21,-1.06,-0.19,-0.266968,0.610352,0.155701,0.72937
18,2,0.24,-1.01,0,-0.274231,0.607605,0.153809,0.729309
19,2,0.15,-0.65,-0.02,-0.280823,0.606201,0.150208,0.72876
20,2,0.21,-0.52,0.05,-0.287964,0.604309,0.145142,0.728577
21,2,0.28,-0.29,0.38,-0.293945,0.602417,0.14093,0.728577
22,2,0.41,-0.74,0.02,-0.299255,0.600525,0.136414,0.728821
23,2,0.15,-0.49,0.13,-0.304626,0.598328,0.131531,0.729309
24,2,0.87,-1.46,-0.22,-0.312317,0.594788,0.124329,0.730225
25,2,2.19,-1.93,-0.06,-0.315735,0.592712,0.12262,0.730713
26,2,2.83,-0.63,0.94,-0.310181,0.590332,0.12439,0.734741
27,2,5.54,2.65,4.57,-0.289673,0.590515,0.120789,0.743469
28,2,12.09,13.49,18.36,-0.195801,0.591797,0.100769,0.775452
29,2,7.97,-1.75,-15.8,-0.0667114,0.57843,0.0817871,0.808899
