sample,sensor,ax,ay,az,w,i,j,k
0,0,-0.01,-0.08,0.63,0.106628,0.904236,-0.379028,0.165405
1,0,-0.86,-0.35,0.75,0.104675,0.902405,-0.381714,0.170227
2,0,-0.94,-0.15,-0.18,0.104309,0.90094,-0.384949,0.170959
3,0,0.2,-0.14,-0.34,0.105347,0.901001,-0.38562,0.168518
4,0,1.29,-0.45,-0.1,0.107239,0.901245,-0.385437,0.166199
5,0,0.43,-0.2,-0.34,0.106873,0.901001,-0.385437,0.167908
6,0,-0.41,0.02,-0.41,0.10498,0.900513,-0.385681,0.171204
7,0,-0.61,0.47,-0.63,0.104919,0.900757,-0.38501,0.171265
8,0,0.81,0.07,0.23,0.107422,0.901733,-0.383179,0.168823
9,0,1.43,-0.22,0.45,0.108398,0.902039,-0.382446,0.168091
10,0,0.31,-0.01,0.21,0.106567,0.901428,-0.383301,0.170837
11,0,-0.57,0.09,-0.49,0.105042,0.901062,-0.384094,0.171875
12,0,-0.18,0.2,-0.03,0.10553,0.901306,-0.383972,0.170349
13,0,0.76,-0.23,0.22,0.10614,0.901672,-0.383606,0.168823
14,0,0.34,-0.09,0.06,0.105652,0.901855,-0.383362,0.168823
15,0,-0.14,0.04,-0.16,0.105347,0.901978,-0.383118,0.169128
16,0,0.31,0.01,0.23,0.106262,0.902405,-0.382019,0.168579
17,0,0.33,-0.13,0.33,0.10614,0.902527,-0.381836,0.168396
18,0,0.18,-0.05,0.1,0.105713,0.902466,-0.38208,0.168579
19,0,0.1,0,-0.08,0.105164,0.902344,-0.382385,0.168884
20,0,0.12,-0.04,-0.14,0.105164,0.902283,-0.382568,0.168823
21,0,0.33,-0.09,0.18,0.105164,0.902344,-0.382507,0.16864
22,0,0.2,-0.08,0.19,0.104675,0.902344,-0.382507,0.168701
23,0,-0.04,0.01,0,0.104431,0.902344,-0.382568,0.168701
24,0,-0.02,0.08,-0.35,0.10498,0.902527,-0.382385,0.167908
25,0,0.55,0,0.1,0.105591,0.902832,-0.381836,0.167297
26,0,0.31,-0.09,0.23,0.105286,0.90271,-0.381836,0.16803
27,0,0.01,-0.02,-0.08,0.104492,0.902588,-0.382019,0.168701
28,0,0.07,-0.08,-0.12,0.104614,0.902527,-0.382324,0.168335
29,0,0.24,-0.1,-0.05,0.104553,0.902649,-0.382324,0.167847
30,0,0.37,-0.08,-0.01,0.104553,0.902954,-0.382019,0.166748
31,0,0.35,-0.04,-0.01,0.104126,0.903137,-0.381775,0.166504
32,0,-0.01,0.03,-0.12,0.103699,0.903259,-0.381409,0.166992
33,0,0.13,0,-0.08,0.10376,0.903503,-0.380981,0.166687
34,0,0.31,-0.1,0.04,0.104004,0.90387,-0.380493,0.165833
35,0,0.94,-0.46,0.29,0.104004,0.904114,-0.379883,0.165527
36,0,0.73,-0.23,1.18,0.103149,0.904419,-0.378723,0.167358
37,0,-0.04,0.82,1.93,0.09729,0.903564,-0.380432,0.171326
38,0,-0.25,0.52,4.06,0.0884399,0.902222,-0.384399,0.174438
39,0,0.78,-2.08,0.5,0.0831909,0.898804,-0.395935,0.168518
40,0,-10.27,-6.9,-6.41,0.0722656,0.896606,-0.401367,0.172424
41,0,-3.42,7.77,-5.81,0.0708618,0.901794,-0.399841,0.147949
42,0,3.12,0.91,1.83,0.0871582,0.905029,-0.393982,0.134583
43,0,7.1,-5.19,0.49,0.0878296,0.907776,-0.391724,0.121765
44,0,1.64,1.22,0.05,0.083252,0.905884,-0.393372,0.133118
45,0,-2.99,0.56,-0.58,0.0691528,0.903748,-0.395691,0.147888
46,0,-0.14,0.05,-0.01,0.0740356,0.904907,-0.393982,0.143005
47,0,1.57,-0.68,0.58,0.0805054,0.906128,-0.39209,0.136536
48,0,1.31,-0.88,0.47,0.0822754,0.906799,-0.391174,0.134094
49,0,0.18,0.15,-0.5,0.0814819,0.907227,-0.39032,0.133911
50,0,-0.22,0.56,-0.91,0.0819092,0.907593,-0.389343,0.13385
51,0,0.26,-0.26,-0.09,0.0840454,0.908264,-0.387451,0.13385
52,0,-0.29,-0.49,0.69,0.0835571,0.908386,-0.38678,0.135071
53,0,0.28,0.32,-0.35,0.0837402,0.90918,-0.385559,0.133362
54,0,0.68,-0.1,-0.01,0.0848999,0.909546,-0.384583,0.132507
55,0,0.25,-0.32,0.53,0.0839233,0.909424,-0.384583,0.134033
56,0,-0.38,-0.19,0.28,0.0824585,0.909302,-0.384827,0.135193
57,0,0.28,0.32,-0.1,0.0834961,0.909668,-0.384277,0.133606
58,0,0.74,0,-0.04,0.0869141,0.910156,-0.38324,0.131042
59,0,0.69,-0.1,0.32,0.0874023,0.910095,-0.383118,0.131714
60,0,-0.04,-0.11,0.25,0.0859375,0.909363,-0.38385,0.135437
61,0,-0.5,0.01,-0.18,0.0853271,0.909058,-0.384277,0.13678
62,0,0.34,-0.27,0.03,0.0873413,0.909058,-0.384399,0.134766
63,0,0.32,-0.11,-0.11,0.0876465,0.908813,-0.384949,0.134949
0,1,-0.39,0.15,-0.59,-0.0223999,0.863098,-0.502136,0.0497437
1,1,-0.33,0.61,-0.08,-0.0237427,0.865173,-0.498291,0.0505371
2,1,0.02,0.48,0.2,-0.0214233,0.864868,-0.498962,0.0501709
3,1,0.21,0.07,0.32,-0.0183105,0.863098,-0.502258,0.0491333
4,1,0.03,0,0.16,-0.0196533,0.863037,-0.502319,0.0493774
5,1,-0.25,0.34,-0.12,-0.0241089,0.864441,-0.499634,0.0505981
6,1,0.01,0.28,-0.08,-0.0256348,0.864746,-0.498962,0.050293
7,1,0.15,0.09,-0.07,-0.0247192,0.86438,-0.499817,0.0493774
8,1,-0.02,0.1,-0.06,-0.0240479,0.864807,-0.499146,0.0488281
9,1,-0.05,0.26,0,-0.0241089,0.866577,-0.496216,0.0477295
10,1,-0.23,0.22,0.13,-0.0241089,0.867432,-0.49469,0.0476074
11,1,-0.31,0.1,0.21,-0.0231323,0.867493,-0.494629,0.0479126
12,1,-0.04,-0.04,0.24,-0.0227661,0.867371,-0.494873,0.0477295
13,1,0,0,0.13,-0.0224609,0.86731,-0.494934,0.0474243
14,1,-0.1,0.21,-0.01,-0.0231934,0.867859,-0.494019,0.0476685
15,1,-0.05,0.25,-0.01,-0.0237427,0.86792,-0.493774,0.0479126
16,1,-0.01,0.12,0.02,-0.024231,0.867737,-0.49408,0.0480347
17,1,-0.02,0.04,0,-0.0245361,0.867554,-0.494324,0.0482788
18,1,-0.09,0.1,-0.12,-0.0251465,0.868164,-0.493225,0.0482788
19,1,-0.09,0.28,-0.06,-0.0253906,0.868835,-0.492065,0.0480957
20,1,-0.08,0.25,0.12,-0.0245361,0.869019,-0.491882,0.0479126
21,1,-0.03,0.09,0.14,-0.0240479,0.868652,-0.492493,0.0478516
22,1,-0.11,0.08,-0.05,-0.0245361,0.868652,-0.492493,0.0480347
23,1,-0.12,0.13,-0.17,-0.0261841,0.868896,-0.491882,0.0488281
24,1,-0.04,0.12,-0.2,-0.0264282,0.869019,-0.491638,0.0488281
25,1,0.06,0.13,-0.17,-0.0263672,0.869141,-0.491455,0.0484619
26,1,0.08,0.13,-0.09,-0.0263672,0.869812,-0.490295,0.0482178
27,1,-0.14,0.21,-0.02,-0.0276489,0.870972,-0.488037,0.0491333
28,1,-0.12,0.23,-0.07,-0.027771,0.871704,-0.486755,0.0490723
29,1,-0.01,0.11,0,-0.0267334,0.872437,-0.485596,0.0482788
30,1,-0.18,-0.06,0.27,-0.0264282,0.872986,-0.484619,0.0484009
